,NUMERO_EKOGUI,ID_ENTIDAD,PROBA_FAVORABLE,CATEGORIA_PREDICCION
144214,154471,210,0.8177339901,FAVORABLE
146913,159288,70,0.6521400778,FAVORABLE
86119,121297,178,0.6521400778,FAVORABLE
607420,923965,405,0.3390342052,DESFAVORABLE
4424,1010860,217,0.8177339901,FAVORABLE
230217,258876,405,0.1223021583,DESFAVORABLE
421715,592403,405,0.1223021583,DESFAVORABLE
403248,563709,405,0.1223021583,DESFAVORABLE
169396,186256,147,0.9622641509,FAVORABLE
39229,1090552,405,0.1223021583,DESFAVORABLE
277228,348004,405,0.3390342052,DESFAVORABLE
575551,876955,405,0.1223021583,DESFAVORABLE
275274,344407,356,0.2981651376,DESFAVORABLE
391324,543885,405,0.1223021583,DESFAVORABLE
600497,915150,405,0.1223021583,DESFAVORABLE
303032,398550,405,0.1223021583,DESFAVORABLE
100540,125638,224,0.6521400778,FAVORABLE
365307,509145,356,0.4208037825,DESFAVORABLE
416438,583745,433,0.357827476,DESFAVORABLE
313934,418175,433,0.357827476,DESFAVORABLE
73320,1178699,405,0.1223021583,DESFAVORABLE
477365,681263,115,0.3647058824,DESFAVORABLE
128374,1362786,433,0.357827476,DESFAVORABLE
179813,199774,114,0.29,DESFAVORABLE
642116,999344,356,0.4208037825,DESFAVORABLE
42119,109713,433,0.6574074074,FAVORABLE
383817,536293,405,0.1223021583,DESFAVORABLE
209598,230299,209,0.8177339901,FAVORABLE
10812,102443,426,0.8177339901,FAVORABLE
573064,87223,124,0.277486911,DESFAVORABLE
278270,349782,170,0.6521400778,FAVORABLE
190038,2049053,356,0.2981651376,DESFAVORABLE
530370,785667,356,0.4208037825,DESFAVORABLE
474632,675273,405,0.1223021583,DESFAVORABLE
411846,576726,157,0.8177339901,FAVORABLE
20880,1047849,356,0.4208037825,DESFAVORABLE
219113,244581,405,0.3390342052,DESFAVORABLE
312847,415907,356,0.4208037825,DESFAVORABLE
437880,617544,114,0.2547425474,DESFAVORABLE
10912,1024609,405,0.1223021583,DESFAVORABLE
220329,245639,405,0.1223021583,DESFAVORABLE
60905,1146003,405,0.1223021583,DESFAVORABLE
416899,584530,426,0.6521400778,FAVORABLE
403250,563712,405,0.1223021583,DESFAVORABLE
577145,880036,405,0.3390342052,DESFAVORABLE
396589,551073,405,0.1223021583,DESFAVORABLE
367829,513483,356,0.2981651376,DESFAVORABLE
11423,1025871,405,0.3390342052,DESFAVORABLE
407815,570780,115,0.7142857143,FAVORABLE
142062,150632,232,0.6086956522,FAVORABLE
268216,332347,405,0.3390342052,DESFAVORABLE
95741,1239882,405,0.1223021583,DESFAVORABLE
591618,90565,124,0.3942857143,DESFAVORABLE
287325,366750,125,0.6521400778,FAVORABLE
286531,365383,405,0.1223021583,DESFAVORABLE
392618,545240,405,0.3390342052,DESFAVORABLE
552295,830276,356,0.2981651376,DESFAVORABLE
95345,1238771,405,0.1223021583,DESFAVORABLE
208002,227765,115,0.3647058824,DESFAVORABLE
83661,1207784,356,0.2981651376,DESFAVORABLE
491930,708797,405,0.1223021583,DESFAVORABLE
252398,302815,433,0.357827476,DESFAVORABLE
73783,1180062,405,0.1223021583,DESFAVORABLE
50268,1118168,405,0.1223021583,DESFAVORABLE
448676,629082,405,0.3390342052,DESFAVORABLE
257050,312861,356,0.2981651376,DESFAVORABLE
619904,943321,405,0.1223021583,DESFAVORABLE
119829,1325526,114,0.2547425474,DESFAVORABLE
68723,1166200,356,0.2981651376,DESFAVORABLE
500493,724229,115,0.3647058824,DESFAVORABLE
160649,174551,114,0.2547425474,DESFAVORABLE
28346,1065263,433,0.6574074074,FAVORABLE
142404,151176,232,0.6521400778,FAVORABLE
538615,803,220,0.224137931,DESFAVORABLE
34725,1080511,433,0.6574074074,FAVORABLE
186588,203372,356,0.4208037825,DESFAVORABLE
566333,857931,114,0.2547425474,DESFAVORABLE
634912,980741,405,0.1223021583,DESFAVORABLE
594113,908289,405,0.1223021583,DESFAVORABLE
391292,543851,405,0.1223021583,DESFAVORABLE
73816,1180125,405,0.1223021583,DESFAVORABLE
267263,330603,356,0.2981651376,DESFAVORABLE
131151,137731,203,0.6521400778,FAVORABLE
357119,494683,405,0.1223021583,DESFAVORABLE
163215,177047,114,0.2547425474,DESFAVORABLE
403314,563829,433,0.357827476,DESFAVORABLE
316648,423047,157,0.6521400778,FAVORABLE
148313,161903,171,0.8177339901,FAVORABLE
544943,81573,124,0.277486911,DESFAVORABLE
346383,476193,433,0.6574074074,FAVORABLE
144587,155247,218,0.6521400778,FAVORABLE
450428,630841,405,0.1223021583,DESFAVORABLE
388701,541283,405,0.1223021583,DESFAVORABLE
544525,814857,405,0.1223021583,DESFAVORABLE
190791,205221,356,0.4208037825,DESFAVORABLE
441380,621531,433,0.357827476,DESFAVORABLE
294178,38022,353,0.8177339901,FAVORABLE
68829,1166466,405,0.1223021583,DESFAVORABLE
488799,702812,405,0.1223021583,DESFAVORABLE
182376,2013897,405,0.1223021583,DESFAVORABLE
105737,1272117,356,0.4208037825,DESFAVORABLE
37474,1086346,405,0.3390342052,DESFAVORABLE
498192,720134,405,0.1223021583,DESFAVORABLE
552644,830975,356,0.4208037825,DESFAVORABLE
596869,911221,405,0.1223021583,DESFAVORABLE
443058,6233,220,0.1666666667,DESFAVORABLE
527937,780540,405,0.1223021583,DESFAVORABLE
133056,138490,86,0.8177339901,FAVORABLE
585449,895491,405,0.3390342052,DESFAVORABLE
342874,471106,102,0.8177339901,FAVORABLE
160456,174362,114,0.1785714286,DESFAVORABLE
191811,205758,356,0.2981651376,DESFAVORABLE
353717,488934,114,0.2547425474,DESFAVORABLE
466087,658610,405,0.1223021583,DESFAVORABLE
531630,788916,356,0.2981651376,DESFAVORABLE
403189,563486,356,0.6363636364,FAVORABLE
121710,1332790,356,0.4208037825,DESFAVORABLE
365024,508552,219,0.6521400778,FAVORABLE
379309,531668,405,0.1223021583,DESFAVORABLE
494494,713281,356,0.2981651376,DESFAVORABLE
374733,525054,356,0.2981651376,DESFAVORABLE
65104,1156369,405,0.4545454545,DESFAVORABLE
236844,269686,405,0.1223021583,DESFAVORABLE
51839,112188,401,0.8177339901,FAVORABLE
479542,685355,356,0.4208037825,DESFAVORABLE
282595,358002,125,0.6521400778,FAVORABLE
371448,519477,356,0.2981651376,DESFAVORABLE
628260,965107,405,0.3390342052,DESFAVORABLE
301531,395694,405,0.1223021583,DESFAVORABLE
96209,1241386,356,0.2981651376,DESFAVORABLE
442642,622881,405,0.1223021583,DESFAVORABLE
518837,761314,356,0.4208037825,DESFAVORABLE
299139,391145,405,0.1223021583,DESFAVORABLE
402835,562662,174,0.6521400778,FAVORABLE
598498,912995,405,0.3390342052,DESFAVORABLE
21083,1048462,405,0.3390342052,DESFAVORABLE
583548,891967,433,0.6574074074,FAVORABLE
35411,1081946,405,0.3390342052,DESFAVORABLE
435273,614601,405,0.1223021583,DESFAVORABLE
170538,187728,401,0.9402985075,FAVORABLE
450820,631279,405,0.1223021583,DESFAVORABLE
635820,982981,356,0.4208037825,DESFAVORABLE
161851,175723,114,0.2547425474,DESFAVORABLE
41478,109554,401,0.9402985075,FAVORABLE
575616,87711,124,0.277486911,DESFAVORABLE
570426,866891,356,0.2981651376,DESFAVORABLE
100592,1256545,405,0.1223021583,DESFAVORABLE
296556,384641,403,0.8177339901,FAVORABLE
500677,724596,405,0.1223021583,DESFAVORABLE
636223,983982,115,0.3647058824,DESFAVORABLE
436704,616501,114,0.2547425474,DESFAVORABLE
336668,460015,433,0.357827476,DESFAVORABLE
527088,778745,405,0.1223021583,DESFAVORABLE
15121,1034652,405,0.3390342052,DESFAVORABLE
235427,26745,405,0.3390342052,DESFAVORABLE
619426,942030,55,0.6521400778,FAVORABLE
2453,1006214,405,0.1223021583,DESFAVORABLE
362522,503909,188,0.8177339901,FAVORABLE
253263,304862,405,0.1223021583,DESFAVORABLE
302246,397098,124,0.277486911,DESFAVORABLE
31730,1074260,124,0.3942857143,DESFAVORABLE
246741,287059,356,0.2981651376,DESFAVORABLE
582600,890347,405,0.1223021583,DESFAVORABLE
242582,277970,433,0.357827476,DESFAVORABLE
398880,555384,114,0.2547425474,DESFAVORABLE
142981,152130,232,0.6521400778,FAVORABLE
82694,1205703,237,0.8177339901,FAVORABLE
255680,310341,251,0.6521400778,FAVORABLE
80008,1199497,405,0.1223021583,DESFAVORABLE
82793,120606,415,0.6521400778,FAVORABLE
439080,618689,114,0.29,DESFAVORABLE
529930,784635,125,0.8177339901,FAVORABLE
580520,886377,405,0.1223021583,DESFAVORABLE
501028,72520,125,0.8177339901,FAVORABLE
431328,607271,405,0.1223021583,DESFAVORABLE
392745,545367,405,0.1223021583,DESFAVORABLE
588472,899781,124,0.3942857143,DESFAVORABLE
385967,538532,405,0.1223021583,DESFAVORABLE
567501,860444,124,0.277486911,DESFAVORABLE
490682,706541,405,0.1223021583,DESFAVORABLE
12415,1028214,405,0.1223021583,DESFAVORABLE
347257,477779,405,0.1223021583,DESFAVORABLE
244312,280511,394,0.8177339901,FAVORABLE
10846,1024483,405,0.3390342052,DESFAVORABLE
641777,998376,124,0.277486911,DESFAVORABLE
224526,25068,405,0.1223021583,DESFAVORABLE
588173,899368,124,0.277486911,DESFAVORABLE
82239,1204716,405,0.1223021583,DESFAVORABLE
556413,838705,405,0.1223021583,DESFAVORABLE
494453,713222,114,0.29,DESFAVORABLE
571510,869038,405,0.1223021583,DESFAVORABLE
222941,247968,405,0.1223021583,DESFAVORABLE
254728,308617,356,0.2981651376,DESFAVORABLE
352228,486370,115,0.3647058824,DESFAVORABLE
173826,192583,115,0.3647058824,DESFAVORABLE
261967,321504,356,0.2981651376,DESFAVORABLE
111806,1295233,356,0.2981651376,DESFAVORABLE
444374,624676,405,0.1223021583,DESFAVORABLE
601898,916608,405,0.1223021583,DESFAVORABLE
275676,345113,405,0.1223021583,DESFAVORABLE
329063,446406,356,0.4208037825,DESFAVORABLE
350766,483944,405,0.3390342052,DESFAVORABLE
361187,501920,147,0.8177339901,FAVORABLE
88039,121715,232,0.6521400778,FAVORABLE
65818,1158225,356,0.4208037825,DESFAVORABLE
352525,486921,405,0.1223021583,DESFAVORABLE
349319,481457,115,0.3647058824,DESFAVORABLE
258737,315958,124,0.3942857143,DESFAVORABLE
121031,1330065,405,0.1223021583,DESFAVORABLE
121009,1329978,356,0.2981651376,DESFAVORABLE
296431,384442,196,0.8177339901,FAVORABLE
454342,636332,125,0.6521400778,FAVORABLE
602056,916782,405,0.1223021583,DESFAVORABLE
285029,362402,405,0.1223021583,DESFAVORABLE
115150,130829,405,0.4545454545,DESFAVORABLE
363267,505272,405,0.1223021583,DESFAVORABLE
34854,1080769,124,0.277486911,DESFAVORABLE
174529,193419,115,0.3647058824,DESFAVORABLE
31575,1073909,356,0.2981651376,DESFAVORABLE
455557,638504,124,0.3942857143,DESFAVORABLE
601257,915947,405,0.1223021583,DESFAVORABLE
572615,871238,115,0.3647058824,DESFAVORABLE
315986,42183,405,0.1223021583,DESFAVORABLE
622987,951244,356,0.2981651376,DESFAVORABLE
540207,806044,405,0.1223021583,DESFAVORABLE
440549,620123,356,0.6363636364,FAVORABLE
918,1002345,356,0.4208037825,DESFAVORABLE
558884,843354,433,0.357827476,DESFAVORABLE
245433,282405,115,0.7142857143,FAVORABLE
566136,857513,405,0.1223021583,DESFAVORABLE
465665,657904,405,0.1223021583,DESFAVORABLE
420733,591331,405,0.1223021583,DESFAVORABLE
217081,242666,405,0.1223021583,DESFAVORABLE
286931,366052,405,0.1223021583,DESFAVORABLE
197443,210595,356,0.2981651376,DESFAVORABLE
84839,1210211,433,0.357827476,DESFAVORABLE
452649,633148,405,0.1223021583,DESFAVORABLE
364547,507632,433,0.357827476,DESFAVORABLE
308378,408108,405,0.1223021583,DESFAVORABLE
148721,162663,401,0.8177339901,FAVORABLE
266334,329143,405,0.3390342052,DESFAVORABLE
553956,83362,124,0.3942857143,DESFAVORABLE
523769,771759,405,0.1223021583,DESFAVORABLE
528014,780692,405,0.1223021583,DESFAVORABLE
566995,859343,356,0.2981651376,DESFAVORABLE
254340,307841,405,0.1223021583,DESFAVORABLE
194273,207044,356,0.2981651376,DESFAVORABLE
110426,129051,63,0.6521400778,FAVORABLE
560637,847059,405,0.1223021583,DESFAVORABLE
502157,727142,232,0.6521400778,FAVORABLE
490273,705730,405,0.1223021583,DESFAVORABLE
471116,667992,405,0.1223021583,DESFAVORABLE
86361,1213567,405,0.1223021583,DESFAVORABLE
50686,1119007,356,0.4208037825,DESFAVORABLE
458321,643441,114,0.2547425474,DESFAVORABLE
100643,1256696,114,0.29,DESFAVORABLE
483644,692850,147,0.8177339901,FAVORABLE
138673,144357,232,0.6521400778,FAVORABLE
542947,811582,356,0.2981651376,DESFAVORABLE
559355,844388,405,0.1223021583,DESFAVORABLE
235905,268219,405,0.1223021583,DESFAVORABLE
364045,50661,220,0.6,FAVORABLE
439101,618706,114,0.2547425474,DESFAVORABLE
604365,920654,405,0.1223021583,DESFAVORABLE
489026,70326,125,0.6521400778,FAVORABLE
43391,1100495,356,0.2981651376,DESFAVORABLE
242840,278316,115,0.5454545455,FAVORABLE
364548,507633,433,0.357827476,DESFAVORABLE
456385,640009,405,0.1223021583,DESFAVORABLE
564737,854718,405,0.1223021583,DESFAVORABLE
266625,329645,386,0.6521400778,FAVORABLE
364446,507435,405,0.1223021583,DESFAVORABLE
144097,154323,169,0.6521400778,FAVORABLE
380119,532513,405,0.1223021583,DESFAVORABLE
472626,670925,169,0.8177339901,FAVORABLE
572,1001441,147,0.9622641509,FAVORABLE
231538,260867,405,0.1223021583,DESFAVORABLE
394823,547486,405,0.1223021583,DESFAVORABLE
199538,213308,356,0.2981651376,DESFAVORABLE
6504,101530,415,0.8177339901,FAVORABLE
243243,278901,114,0.2547425474,DESFAVORABLE
220042,245381,405,0.1223021583,DESFAVORABLE
357703,495840,433,0.357827476,DESFAVORABLE
133804,1388001,405,0.1223021583,DESFAVORABLE
554164,834069,356,0.4208037825,DESFAVORABLE
390661,543220,405,0.1223021583,DESFAVORABLE
37014,1085435,124,0.277486911,DESFAVORABLE
604953,921307,405,0.3390342052,DESFAVORABLE
514627,752646,405,0.1223021583,DESFAVORABLE
607972,92458,124,0.277486911,DESFAVORABLE
419383,589129,356,0.2981651376,DESFAVORABLE
263426,324097,356,0.4208037825,DESFAVORABLE
448877,629285,405,0.1223021583,DESFAVORABLE
58913,1141007,405,0.3390342052,DESFAVORABLE
101232,125865,209,0.6521400778,FAVORABLE
72504,1175962,356,0.2981651376,DESFAVORABLE
231455,260720,405,0.1223021583,DESFAVORABLE
274716,343540,209,0.6521400778,FAVORABLE
86849,1214408,356,0.2981651376,DESFAVORABLE
115913,1311118,405,0.3390342052,DESFAVORABLE
129689,1370605,405,0.1223021583,DESFAVORABLE
213879,236755,115,0.3647058824,DESFAVORABLE
610433,92730,124,0.277486911,DESFAVORABLE
18766,1043148,356,0.2981651376,DESFAVORABLE
613679,930830,405,0.1223021583,DESFAVORABLE
360556,500876,115,0.3647058824,DESFAVORABLE
336651,459995,405,0.1223021583,DESFAVORABLE
346571,476487,309,0.6521400778,FAVORABLE
164772,178596,114,0.2547425474,DESFAVORABLE
96337,124176,247,0.6521400778,FAVORABLE
499137,721763,433,0.357827476,DESFAVORABLE
38594,108886,401,0.9402985075,FAVORABLE
529061,782790,405,0.1223021583,DESFAVORABLE
269887,335313,405,0.3390342052,DESFAVORABLE
304640,401455,227,0.8177339901,FAVORABLE
351955,485905,115,0.3647058824,DESFAVORABLE
137113,142185,130,0.6521400778,FAVORABLE
177808,197195,115,0.3647058824,DESFAVORABLE
355743,492217,115,0.3647058824,DESFAVORABLE
632434,974686,433,0.357827476,DESFAVORABLE
146075,157937,309,0.6521400778,FAVORABLE
421864,592575,405,0.3390342052,DESFAVORABLE
487358,700231,115,0.3647058824,DESFAVORABLE
136403,141086,87,0.8177339901,FAVORABLE
134203,1389723,55,0.8177339901,FAVORABLE
13931,103186,426,0.8177339901,FAVORABLE
124452,1345386,405,0.1223021583,DESFAVORABLE
194032,206914,356,0.2981651376,DESFAVORABLE
142784,151858,232,0.6521400778,FAVORABLE
301846,396341,247,0.8177339901,FAVORABLE
321110,431380,405,0.1223021583,DESFAVORABLE
314625,419405,157,0.6521400778,FAVORABLE
118932,1322217,405,0.1223021583,DESFAVORABLE
208767,22900,405,0.1223021583,DESFAVORABLE
139904,146723,232,0.6086956522,FAVORABLE
567940,861908,405,0.1223021583,DESFAVORABLE
467357,660850,405,0.1223021583,DESFAVORABLE
186700,2034217,356,0.2981651376,DESFAVORABLE
473218,672122,115,0.3647058824,DESFAVORABLE
552275,830243,360,0.8177339901,FAVORABLE
441415,621634,405,0.1223021583,DESFAVORABLE
132640,1383025,232,0.6521400778,FAVORABLE
58107,1139456,356,0.2981651376,DESFAVORABLE
530768,786654,405,0.1223021583,DESFAVORABLE
636574,984853,147,0.8177339901,FAVORABLE
325144,438936,405,0.1223021583,DESFAVORABLE
633871,978408,356,0.4208037825,DESFAVORABLE
90104,1222244,405,0.1223021583,DESFAVORABLE
525370,775253,356,0.4208037825,DESFAVORABLE
324785,438315,405,0.3390342052,DESFAVORABLE
171294,188792,203,0.8177339901,FAVORABLE
232273,262422,405,0.1223021583,DESFAVORABLE
273752,342028,433,0.6574074074,FAVORABLE
578155,881931,405,0.1223021583,DESFAVORABLE
559710,845158,309,0.8177339901,FAVORABLE
351162,484591,405,0.3846153846,DESFAVORABLE
400186,55767,220,0.224137931,DESFAVORABLE
572573,871167,1677,0.6521400778,FAVORABLE
19153,104391,415,0.6521400778,FAVORABLE
637622,987632,405,0.1223021583,DESFAVORABLE
493025,71076,125,0.6521400778,FAVORABLE
356846,494218,124,0.3942857143,DESFAVORABLE
45769,110627,401,0.8177339901,FAVORABLE
120200,132701,209,0.8177339901,FAVORABLE
435462,614957,405,0.1223021583,DESFAVORABLE
450990,631459,405,0.3390342052,DESFAVORABLE
151747,16578,405,0.1223021583,DESFAVORABLE
380768,533162,405,0.3390342052,DESFAVORABLE
85830,1212356,405,0.1223021583,DESFAVORABLE
138637,144305,232,0.6521400778,FAVORABLE
632224,974218,219,0.6521400778,FAVORABLE
238624,272644,209,0.8177339901,FAVORABLE
244140,280292,101,0.8177339901,FAVORABLE
139493,145816,232,0.6521400778,FAVORABLE
635152,981271,405,0.1223021583,DESFAVORABLE
126968,135697,527,0.6521400778,FAVORABLE
129126,1366601,157,0.8177339901,FAVORABLE
387333,539937,405,0.1223021583,DESFAVORABLE
623505,952626,433,0.4,DESFAVORABLE
120203,1327021,405,0.1223021583,DESFAVORABLE
112606,129891,227,0.6521400778,FAVORABLE
548589,822641,405,0.1223021583,DESFAVORABLE
288021,368192,232,0.6521400778,FAVORABLE
627300,962974,405,0.1223021583,DESFAVORABLE
415829,582551,356,0.4208037825,DESFAVORABLE
1952,1005093,405,0.1223021583,DESFAVORABLE
5656,1013624,124,0.277486911,DESFAVORABLE
613070,930175,405,0.1223021583,DESFAVORABLE
86607,121400,415,0.6521400778,FAVORABLE
170330,187344,124,0.277486911,DESFAVORABLE
468906,66369,405,0.1223021583,DESFAVORABLE
73527,1179344,405,0.1223021583,DESFAVORABLE
152525,166509,115,0.5454545455,FAVORABLE
379010,531361,405,0.1223021583,DESFAVORABLE
359004,498187,405,0.1223021583,DESFAVORABLE
548752,82299,124,0.277486911,DESFAVORABLE
252905,304031,114,0.2547425474,DESFAVORABLE
126623,1355405,356,0,DESFAVORABLE
430265,605355,405,0.1223021583,DESFAVORABLE
536266,798334,405,0.1223021583,DESFAVORABLE
478929,684048,405,0.3390342052,DESFAVORABLE
424139,594935,405,0.1223021583,DESFAVORABLE
18596,1042830,405,0.3390342052,DESFAVORABLE
551593,828943,356,0.2981651376,DESFAVORABLE
621604,947560,405,0.1223021583,DESFAVORABLE
365354,509228,405,0.1223021583,DESFAVORABLE
190324,205045,356,0.4208037825,DESFAVORABLE
6607,1015524,405,0.1223021583,DESFAVORABLE
524772,773830,405,0.1223021583,DESFAVORABLE
65706,1157920,356,0.2981651376,DESFAVORABLE
49711,111676,224,0.6521400778,FAVORABLE
118534,132067,157,0.6521400778,FAVORABLE
40061,1092332,356,0.4208037825,DESFAVORABLE
491522,707968,405,0.1223021583,DESFAVORABLE
358699,497680,405,0.1223021583,DESFAVORABLE
615604,934023,405,0.1223021583,DESFAVORABLE
129265,136774,357,0.6521400778,FAVORABLE
366468,511310,158,0.8177339901,FAVORABLE
249168,293207,203,0.6521400778,FAVORABLE
507883,738385,356,0.6363636364,FAVORABLE
233497,264375,405,0.1223021583,DESFAVORABLE
552540,830770,405,0.1223021583,DESFAVORABLE
228789,256719,220,0.224137931,DESFAVORABLE
12996,1029525,405,0.1223021583,DESFAVORABLE
188918,2044146,356,0.4208037825,DESFAVORABLE
594493,908710,405,0.1223021583,DESFAVORABLE
601685,916385,405,0.1223021583,DESFAVORABLE
234604,266145,405,0.1223021583,DESFAVORABLE
28147,1064779,419,0.6521400778,FAVORABLE
456285,639844,356,0.2981651376,DESFAVORABLE
532704,791016,405,0.1223021583,DESFAVORABLE
150618,164687,115,0.3647058824,DESFAVORABLE
60304,1144542,405,0.1223021583,DESFAVORABLE
449665,63005,405,0.1223021583,DESFAVORABLE
413271,578368,125,0.6521400778,FAVORABLE
174050,192857,124,0.3942857143,DESFAVORABLE
456237,639760,115,0.3647058824,DESFAVORABLE
43458,110062,401,0.8177339901,FAVORABLE
471128,668021,1687,0.6521400778,FAVORABLE
615387,933643,356,0.2981651376,DESFAVORABLE
311328,413242,405,0.3390342052,DESFAVORABLE
157861,171789,114,0.2547425474,DESFAVORABLE
391031,543593,405,0.1223021583,DESFAVORABLE
210365,231512,159,0.8177339901,FAVORABLE
492867,710485,426,0.6521400778,FAVORABLE
344343,473594,1687,0.6521400778,FAVORABLE
412069,577002,125,0.8177339901,FAVORABLE
332883,453641,433,0.6574074074,FAVORABLE
39976,1092187,405,0.1223021583,DESFAVORABLE
439575,619157,114,0.2547425474,DESFAVORABLE
306422,404875,405,0.1223021583,DESFAVORABLE
516252,75593,125,0.6521400778,FAVORABLE
346217,476027,433,0.357827476,DESFAVORABLE
163864,177682,114,0.2547425474,DESFAVORABLE
354507,490244,405,0.3846153846,DESFAVORABLE
229457,257755,405,0.3390342052,DESFAVORABLE
528386,781442,405,0.1223021583,DESFAVORABLE
311906,414174,405,0.1223021583,DESFAVORABLE
164374,178197,114,0.2547425474,DESFAVORABLE
613488,930635,405,0.1223021583,DESFAVORABLE
284928,362221,405,0.1223021583,DESFAVORABLE
215624,239959,405,0.1223021583,DESFAVORABLE
83199,120693,426,0.6521400778,FAVORABLE
91659,1226944,356,0.4208037825,DESFAVORABLE
197903,211225,356,0.2981651376,DESFAVORABLE
364651,507844,405,0.1223021583,DESFAVORABLE
630396,969773,124,0.277486911,DESFAVORABLE
5425,1013120,356,0.2981651376,DESFAVORABLE
440702,620371,405,0.1223021583,DESFAVORABLE
604892,921239,405,0.3390342052,DESFAVORABLE
554837,835376,125,0.6521400778,FAVORABLE
276753,347074,124,0.277486911,DESFAVORABLE
290080,372354,405,0.1223021583,DESFAVORABLE
380740,533135,405,0.1223021583,DESFAVORABLE
540691,80700,125,0.8177339901,FAVORABLE
70693,1171012,405,0.1223021583,DESFAVORABLE
96792,124328,246,0.6521400778,FAVORABLE
565671,85644,124,0.5,DESFAVORABLE
231339,260513,405,0.1223021583,DESFAVORABLE
549471,824187,405,0.3390342052,DESFAVORABLE
524264,772729,356,0.2981651376,DESFAVORABLE
223795,249557,405,0.3390342052,DESFAVORABLE
572495,87100,124,0.3942857143,DESFAVORABLE
424695,595516,405,0.3390342052,DESFAVORABLE
612234,929255,405,0.3390342052,DESFAVORABLE
455356,638187,405,0.3390342052,DESFAVORABLE
354742,490625,405,0.1223021583,DESFAVORABLE
202072,219344,351,0.6521400778,FAVORABLE
514944,753294,405,0.1223021583,DESFAVORABLE
299337,391461,405,0.1223021583,DESFAVORABLE
135549,139698,93,0.8177339901,FAVORABLE
446812,627176,405,0.1223021583,DESFAVORABLE
117698,1317499,356,0.4208037825,DESFAVORABLE
595385,909630,405,0.1223021583,DESFAVORABLE
574823,875429,309,0.6521400778,FAVORABLE
122470,1335715,405,0.1223021583,DESFAVORABLE
507718,738046,405,0.1223021583,DESFAVORABLE
201374,217539,351,0.6521400778,FAVORABLE
107319,1277628,405,0.3390342052,DESFAVORABLE
141293,149003,178,0.8177339901,FAVORABLE
533648,792995,405,0.1223021583,DESFAVORABLE
587017,897803,124,0.277486911,DESFAVORABLE
249067,292971,356,0.2981651376,DESFAVORABLE
232768,26327,405,0.1223021583,DESFAVORABLE
605074,921425,405,0.1223021583,DESFAVORABLE
459716,646055,125,0.8177339901,FAVORABLE
491676,708251,405,0.1223021583,DESFAVORABLE
51743,1121637,405,0.1223021583,DESFAVORABLE
342287,470063,405,0.1223021583,DESFAVORABLE
452212,632710,405,0.1223021583,DESFAVORABLE
366226,510776,433,0.357827476,DESFAVORABLE
399221,555919,356,0.2981651376,DESFAVORABLE
588188,899387,124,0.3942857143,DESFAVORABLE
207376,226946,246,0.8177339901,FAVORABLE
510250,743303,405,0.3390342052,DESFAVORABLE
420312,590868,405,0.3390342052,DESFAVORABLE
347295,477851,356,0.4208037825,DESFAVORABLE
418264,586998,426,0.6521400778,FAVORABLE
350198,482896,405,0.3390342052,DESFAVORABLE
411890,576773,125,0.8177339901,FAVORABLE
102215,1262025,356,0.2981651376,DESFAVORABLE
496190,716440,405,0.3390342052,DESFAVORABLE
19842,1045495,237,0.6521400778,FAVORABLE
111641,1294731,356,0.2981651376,DESFAVORABLE
484579,69484,125,0.6521400778,FAVORABLE
390723,543284,405,0.3390342052,DESFAVORABLE
294806,381433,405,0.1223021583,DESFAVORABLE
601554,916245,405,0.1223021583,DESFAVORABLE
480066,686665,174,0.6521400778,FAVORABLE
428565,60216,405,0.1223021583,DESFAVORABLE
328847,446,1677,0.6521400778,FAVORABLE
604542,920856,405,0.1223021583,DESFAVORABLE
456543,640292,124,0.277486911,DESFAVORABLE
103842,1266682,114,0.29,DESFAVORABLE
598691,913211,405,0.1223021583,DESFAVORABLE
6098,1014476,405,0.1223021583,DESFAVORABLE
578801,883129,356,0.2981651376,DESFAVORABLE
133645,1387419,356,0.2981651376,DESFAVORABLE
590970,90443,124,0.277486911,DESFAVORABLE
235642,267780,405,0.1223021583,DESFAVORABLE
369284,515728,433,0.357827476,DESFAVORABLE
419896,590049,114,0.29,DESFAVORABLE
297538,387410,405,0.1223021583,DESFAVORABLE
61652,1147904,405,0.1223021583,DESFAVORABLE
74660,1182796,405,0.1223021583,DESFAVORABLE
221218,246392,405,0.3390342052,DESFAVORABLE
576078,878007,405,0.1223021583,DESFAVORABLE
374454,524569,405,0.3846153846,DESFAVORABLE
209778,230564,115,0.3647058824,DESFAVORABLE
589617,901556,124,0.277486911,DESFAVORABLE
530532,78602,125,0.8177339901,FAVORABLE
138299,143769,125,0.8177339901,FAVORABLE
197767,211045,356,0.2981651376,DESFAVORABLE
320664,430466,405,0.3390342052,DESFAVORABLE
463408,653885,405,0.3390342052,DESFAVORABLE
480438,687429,405,0.1223021583,DESFAVORABLE
34484,1080091,124,0.277486911,DESFAVORABLE
107888,1280375,356,0.2981651376,DESFAVORABLE
564401,85407,124,0.277486911,DESFAVORABLE
379259,531614,405,0.1223021583,DESFAVORABLE
641575,997810,356,0.2981651376,DESFAVORABLE
634696,980246,405,0.1223021583,DESFAVORABLE
334557,456293,405,0.1223021583,DESFAVORABLE
25632,1058842,356,0.2981651376,DESFAVORABLE
426212,597159,405,0.1223021583,DESFAVORABLE
408572,571916,114,0.2547425474,DESFAVORABLE
103989,1267200,405,0.3390342052,DESFAVORABLE
